User_ID,Age,Education,Occupation,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Gender_male,Gender_non-binary,Primary_App_Hinge,Primary_App_OkCupid,Primary_App_Tinder,Primary_App_Unknown,Location_Chennai,Location_Delhi,Location_Hyderabad,Location_Kolkata,Location_Mumbai,Location_Pune,Reason_for_Using_Casual Fun,Reason_for_Using_Finding a Partner,Reason_for_Using_Social Interaction,Active_App_Count
128,0.8571428571428572,Postgraduate,Student,Unknown,Weekly,0.2,2,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
129,1.0,Postgraduate,Student,Hinge,Monthly,0.2,1,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1
130,0.7142857142857144,Postgraduate,Freelancer,Hinge,Monthly,0.0,4,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
131,0.2857142857142856,Graduate,Part-time Job,Unknown,Daily,0.6000000000000001,4,Unknown,Video Calls,Video Calls,Appearance > Interests > Personality,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
132,0.8571428571428572,Graduate,Part-time Job,OkCupid,Monthly,0.2,1,Lack of Genuine Matches,Video Calls,Video Calls,Appearance > Interests > Personality,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1
133,1.0,Postgraduate,Intern,Bumble,Monthly,0.0,2,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,1
134,1.0,Postgraduate,Part-time Job,Unknown,Daily,0.2,3,Time-Wasting,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1
135,0.2857142857142856,Graduate,Intern,Bumble,Daily,0.2,4,Time-Wasting,Detailed Profiles,Text,Appearance > Interests > Personality,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1
136,0.8571428571428572,Undergraduate,Student,Bumble,Daily,0.2,2,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
137,0.0,Undergraduate,Part-time Job,Unknown,Daily,1.0000000000000002,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
138,0.0,Undergraduate,Full-time Job,OkCupid,Monthly,0.0,4,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
139,0.7142857142857144,Undergraduate,Student,Unknown,Weekly,1.0000000000000002,5,Unknown,Detailed Profiles,Video Calls,Personality > Interests > Values,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,1
140,0.0,Postgraduate,Student,Hinge,Monthly,0.2,1,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1
141,0.1428571428571428,Undergraduate,Part-time Job,Unknown,Daily,0.2,1,Unknown,Audio Calls,Text,Appearance > Interests > Personality,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1
142,0.5714285714285716,Postgraduate,Intern,OkCupid,Monthly,0.2,3,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,1
143,0.1428571428571428,Graduate,Freelancer,Hinge,Daily,0.0,3,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1
144,0.5714285714285716,Undergraduate,Freelancer,Unknown,Weekly,1.0000000000000002,3,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1
145,0.8571428571428572,Undergraduate,Freelancer,OkCupid,Monthly,1.0000000000000002,3,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,1
146,0.0,Postgraduate,Full-time Job,Bumble,Weekly,0.6000000000000001,5,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,1
147,0.7142857142857144,Graduate,Full-time Job,Tinder,Weekly,0.0,5,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,1
148,0.7142857142857144,Undergraduate,Student,Bumble,Daily,1.0000000000000002,5,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,1
149,0.5714285714285716,Graduate,Full-time Job,Bumble,Monthly,0.2,5,Unknown,Audio Calls,Text,Appearance > Interests > Personality,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
150,0.1428571428571428,Undergraduate,Student,Hinge,Weekly,0.6000000000000001,1,Lack of Genuine Matches,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,1
151,0.1428571428571428,Undergraduate,Intern,Hinge,Monthly,1.0000000000000002,2,Time-Wasting,Audio Calls,Video Calls,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1
152,0.0,Graduate,Freelancer,Hinge,Daily,0.0,2,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1
153,0.8571428571428572,Graduate,Part-time Job,Bumble,Monthly,1.0000000000000002,3,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,1
154,0.7142857142857144,Undergraduate,Freelancer,Bumble,Monthly,0.6000000000000001,5,Unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
155,0.0,Graduate,Freelancer,Hinge,Weekly,0.0,4,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
156,0.0,Graduate,Freelancer,Bumble,Monthly,0.2,3,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,1
157,0.5714285714285716,Graduate,Full-time Job,Tinder,Monthly,0.2,3,Unknown,Location-Based Matching,Text,Values > Personality > Appearance,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1
158,1.0,Undergraduate,Part-time Job,Hinge,Daily,1.0000000000000002,3,Unknown,AI Recommendations,Video Calls,Appearance > Interests > Personality,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,1
159,0.5714285714285716,Graduate,Student,OkCupid,Weekly,0.6000000000000001,5,Lack of Genuine Matches,AI Recommendations,Video Calls,Personality > Interests > Values,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,1
160,0.8571428571428572,Postgraduate,Intern,Bumble,Weekly,0.2,2,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1
161,0.7142857142857144,Graduate,Part-time Job,OkCupid,Daily,1.0000000000000002,1,Unknown,AI Recommendations,Voice Notes,Appearance > Interests > Personality,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1
162,0.7142857142857144,Undergraduate,Full-time Job,Hinge,Monthly,0.2,2,Time-Wasting,Audio Calls,Voice Notes,Values > Personality > Appearance,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
163,0.7142857142857144,Graduate,Freelancer,Bumble,Weekly,1.0000000000000002,5,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,1
164,0.8571428571428572,Graduate,Full-time Job,OkCupid,Daily,1.0000000000000002,1,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1
165,0.0,Postgraduate,Part-time Job,Bumble,Weekly,0.2,1,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
166,0.1428571428571428,Postgraduate,Freelancer,Tinder,Weekly,0.2,5,Lack of Genuine Matches,Audio Calls,Video Calls,Values > Personality > Appearance,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1
167,0.4285714285714288,Undergraduate,Full-time Job,Unknown,Daily,1.0000000000000002,1,Unknown,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
168,0.4285714285714288,Postgraduate,Part-time Job,Hinge,Monthly,1.0000000000000002,3,Unknown,Location-Based Matching,Video Calls,Personality > Interests > Values,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,1
169,0.5714285714285716,Undergraduate,Freelancer,OkCupid,Daily,0.0,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,1
170,0.8571428571428572,Graduate,Full-time Job,Hinge,Monthly,0.6000000000000001,1,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
171,0.4285714285714288,Graduate,Intern,Bumble,Monthly,0.6000000000000001,1,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,1
172,0.1428571428571428,Undergraduate,Part-time Job,Bumble,Monthly,0.0,3,Lack of Genuine Matches,Audio Calls,Text,Values > Personality > Appearance,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
173,0.4285714285714288,Undergraduate,Part-time Job,Tinder,Daily,0.0,1,Safety Concerns,Video Calls,Text,Appearance > Interests > Personality,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,1
174,0.7142857142857144,Postgraduate,Intern,Hinge,Weekly,0.6000000000000001,1,Unknown,Video Calls,Video Calls,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,1
175,0.1428571428571428,Postgraduate,Full-time Job,Bumble,Monthly,0.0,2,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1
176,0.8571428571428572,Graduate,Student,Hinge,Daily,0.2,1,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
177,0.8571428571428572,Graduate,Freelancer,Unknown,Daily,0.6000000000000001,1,Time-Wasting,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
178,0.0,Graduate,Part-time Job,Bumble,Weekly,0.2,1,Unknown,AI Recommendations,Video Calls,Values > Personality > Appearance,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,1
179,0.4285714285714288,Postgraduate,Part-time Job,OkCupid,Monthly,0.2,2,Unknown,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,1
180,0.2857142857142856,Undergraduate,Full-time Job,Tinder,Daily,0.2,4,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,1
181,0.4285714285714288,Postgraduate,Student,OkCupid,Weekly,0.2,1,Time-Wasting,Detailed Profiles,Video Calls,Values > Personality > Appearance,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
182,0.5714285714285716,Graduate,Student,OkCupid,Weekly,0.0,4,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,1
183,0.4285714285714288,Undergraduate,Part-time Job,Tinder,Daily,0.0,4,Unknown,AI Recommendations,Voice Notes,Personality > Interests > Values,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1
184,0.5714285714285716,Graduate,Full-time Job,Bumble,Weekly,0.0,5,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,1
185,0.7142857142857144,Undergraduate,Part-time Job,Bumble,Monthly,0.2,1,Time-Wasting,Audio Calls,Text,Values > Personality > Appearance,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
186,0.0,Graduate,Full-time Job,Unknown,Weekly,0.2,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,1
187,0.8571428571428572,Undergraduate,Full-time Job,Tinder,Monthly,0.0,2,Safety Concerns,Location-Based Matching,Text,Values > Personality > Appearance,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1
188,0.7142857142857144,Graduate,Intern,Tinder,Weekly,0.6000000000000001,5,Lack of Genuine Matches,AI Recommendations,Video Calls,Appearance > Interests > Personality,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
189,0.8571428571428572,Postgraduate,Freelancer,OkCupid,Daily,0.6000000000000001,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1
190,0.2857142857142856,Graduate,Full-time Job,Hinge,Monthly,0.2,3,Safety Concerns,Video Calls,Voice Notes,Appearance > Interests > Personality,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1
191,1.0,Graduate,Part-time Job,Tinder,Monthly,0.6000000000000001,5,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
192,0.5714285714285716,Postgraduate,Student,OkCupid,Monthly,0.6000000000000001,5,Time-Wasting,AI Recommendations,Text,Values > Personality > Appearance,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,1
193,0.8571428571428572,Graduate,Part-time Job,OkCupid,Monthly,0.0,3,Time-Wasting,Video Calls,Text,Values > Personality > Appearance,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,1
194,0.8571428571428572,Graduate,Freelancer,Tinder,Daily,0.2,1,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,1
195,0.0,Undergraduate,Intern,Unknown,Weekly,0.2,1,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,1
196,1.0,Postgraduate,Part-time Job,Hinge,Daily,0.2,5,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1
197,0.1428571428571428,Undergraduate,Intern,Bumble,Weekly,0.6000000000000001,3,Time-Wasting,Audio Calls,Video Calls,Appearance > Interests > Personality,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1
198,0.2857142857142856,Undergraduate,Full-time Job,Bumble,Weekly,1.0000000000000002,3,Time-Wasting,Video Calls,Voice Notes,Values > Personality > Appearance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1
199,0.7142857142857144,Graduate,Intern,Hinge,Monthly,0.6000000000000001,4,Safety Concerns,AI Recommendations,Video Calls,Appearance > Interests > Personality,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1
200,0.1428571428571428,Graduate,Student,Bumble,Weekly,0.0,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
201,0.4285714285714288,Graduate,Intern,Tinder,Weekly,0.2,1,Safety Concerns,Detailed Profiles,Text,Personality > Interests > Values,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,1
202,0.2857142857142856,Graduate,Freelancer,OkCupid,Weekly,1.0000000000000002,1,Safety Concerns,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,1
203,0.0,Graduate,Intern,Tinder,Weekly,0.0,2,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
204,0.7142857142857144,Postgraduate,Full-time Job,Tinder,Monthly,0.2,2,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,1
205,0.0,Postgraduate,Intern,Bumble,Weekly,0.6000000000000001,2,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,1
206,0.4285714285714288,Undergraduate,Part-time Job,Hinge,Weekly,0.2,4,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
207,0.2857142857142856,Postgraduate,Part-time Job,Bumble,Monthly,0.6000000000000001,5,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,1
208,0.8571428571428572,Graduate,Student,Bumble,Daily,0.6000000000000001,5,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
209,0.1428571428571428,Undergraduate,Freelancer,Unknown,Monthly,0.2,1,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
210,0.8571428571428572,Undergraduate,Freelancer,Unknown,Weekly,0.6000000000000001,5,Time-Wasting,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
211,0.8571428571428572,Undergraduate,Full-time Job,Unknown,Daily,1.0000000000000002,2,Unknown,AI Recommendations,Video Calls,Personality > Interests > Values,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
212,0.1428571428571428,Postgraduate,Part-time Job,Bumble,Weekly,0.6000000000000001,5,Time-Wasting,Video Calls,Text,Values > Personality > Appearance,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1
213,0.5714285714285716,Postgraduate,Student,Unknown,Monthly,0.2,3,Time-Wasting,Location-Based Matching,Video Calls,Appearance > Interests > Personality,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
214,0.1428571428571428,Graduate,Part-time Job,OkCupid,Daily,0.6000000000000001,2,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1
215,0.7142857142857144,Graduate,Full-time Job,Bumble,Weekly,1.0000000000000002,1,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,1
216,0.1428571428571428,Undergraduate,Intern,Tinder,Daily,0.0,4,Unknown,Location-Based Matching,Video Calls,Personality > Interests > Values,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,1
217,0.1428571428571428,Undergraduate,Full-time Job,Hinge,Daily,0.2,2,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1
218,0.4285714285714288,Undergraduate,Intern,Bumble,Monthly,0.2,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1
219,0.7142857142857144,Graduate,Student,Bumble,Weekly,0.2,5,Unknown,Location-Based Matching,Video Calls,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1
220,0.5714285714285716,Graduate,Full-time Job,Unknown,Weekly,0.6000000000000001,1,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,1
221,0.1428571428571428,Postgraduate,Intern,Unknown,Monthly,1.0000000000000002,1,Lack of Genuine Matches,Location-Based Matching,Video Calls,Values > Personality > Appearance,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1
222,0.7142857142857144,Undergraduate,Freelancer,Tinder,Monthly,0.2,3,Time-Wasting,AI Recommendations,Video Calls,Personality > Interests > Values,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,1
223,0.0,Undergraduate,Freelancer,Unknown,Daily,0.2,2,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
224,0.7142857142857144,Postgraduate,Freelancer,Tinder,Monthly,0.6000000000000001,4,Unknown,Detailed Profiles,Video Calls,Personality > Interests > Values,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
225,0.2857142857142856,Graduate,Freelancer,Unknown,Weekly,0.6000000000000001,3,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
226,0.7142857142857144,Undergraduate,Freelancer,Hinge,Daily,0.6000000000000001,3,Lack of Genuine Matches,Audio Calls,Video Calls,Appearance > Interests > Personality,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,1
227,0.0,Undergraduate,Full-time Job,Unknown,Monthly,0.2,2,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
228,0.7142857142857144,Undergraduate,Student,Hinge,Monthly,0.2,3,Unknown,Video Calls,Voice Notes,Values > Personality > Appearance,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1
229,0.5714285714285716,Undergraduate,Student,Bumble,Monthly,0.2,4,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,1
230,0.2857142857142856,Undergraduate,Part-time Job,OkCupid,Weekly,0.2,4,Unknown,Audio Calls,Voice Notes,Personality > Interests > Values,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
231,0.0,Undergraduate,Full-time Job,OkCupid,Monthly,0.6000000000000001,1,Unknown,Location-Based Matching,Text,Personality > Interests > Values,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
232,0.7142857142857144,Postgraduate,Student,Hinge,Weekly,0.0,5,Unknown,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1
233,1.0,Undergraduate,Intern,Tinder,Daily,0.0,3,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,1
234,0.5714285714285716,Graduate,Freelancer,Hinge,Monthly,0.0,2,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,1
235,0.5714285714285716,Undergraduate,Part-time Job,Unknown,Daily,0.6000000000000001,3,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,1
236,1.0,Graduate,Full-time Job,Unknown,Monthly,0.6000000000000001,5,Unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,1
237,0.7142857142857144,Postgraduate,Intern,Tinder,Monthly,0.2,4,Unknown,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
238,0.0,Graduate,Intern,Unknown,Daily,1.0000000000000002,3,Unknown,Detailed Profiles,Video Calls,Personality > Interests > Values,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1
239,0.7142857142857144,Graduate,Intern,Tinder,Daily,1.0000000000000002,2,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,1
240,1.0,Graduate,Student,Unknown,Daily,0.6000000000000001,2,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1
241,0.2857142857142856,Postgraduate,Part-time Job,Bumble,Daily,0.2,3,Time-Wasting,Detailed Profiles,Voice Notes,Personality > Interests > Values,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
242,0.7142857142857144,Graduate,Intern,Bumble,Monthly,0.2,2,Safety Concerns,Detailed Profiles,Video Calls,Values > Personality > Appearance,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,1
243,0.2857142857142856,Undergraduate,Part-time Job,Unknown,Daily,0.2,5,Lack of Genuine Matches,Audio Calls,Text,Personality > Interests > Values,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,1
244,0.7142857142857144,Postgraduate,Intern,Unknown,Daily,1.0000000000000002,5,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,1
245,0.8571428571428572,Graduate,Freelancer,Hinge,Weekly,1.0000000000000002,4,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1
246,0.8571428571428572,Postgraduate,Intern,Hinge,Daily,0.0,2,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,1
247,0.7142857142857144,Postgraduate,Intern,OkCupid,Monthly,1.0000000000000002,3,Unknown,Detailed Profiles,Text,Appearance > Interests > Personality,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1
248,0.5714285714285716,Postgraduate,Student,Tinder,Daily,0.0,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Personality > Interests > Values,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1
249,0.5714285714285716,Postgraduate,Student,Tinder,Daily,0.2,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
250,0.1428571428571428,Postgraduate,Freelancer,Bumble,Daily,1.0000000000000002,2,Unknown,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
251,0.1428571428571428,Graduate,Part-time Job,Hinge,Weekly,1.0000000000000002,4,Time-Wasting,Detailed Profiles,Text,Personality > Interests > Values,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,1
252,1.0,Postgraduate,Student,Hinge,Monthly,0.2,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
253,0.8571428571428572,Graduate,Student,Bumble,Daily,0.2,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,1
254,0.4285714285714288,Undergraduate,Intern,OkCupid,Weekly,0.2,1,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1
255,0.5714285714285716,Graduate,Freelancer,OkCupid,Daily,0.0,5,Unknown,AI Recommendations,Video Calls,Appearance > Interests > Personality,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
256,0.4285714285714288,Undergraduate,Student,Bumble,Weekly,0.2,3,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
257,0.1428571428571428,Undergraduate,Freelancer,Bumble,Daily,0.6000000000000001,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1
